Case_ID,Case_Type,Priority,Received_Date,Start_Time,End_Time,Agent_ID,Agent_Name,Department,Status,SLA_Target_Hours,Country
CASE-105496,Fraud Alert,Medium,2025-10-22,2025-10-22 16:19:03,2025-10-23 07:48:01,AGT0062,Jennifer Scott,Fraud Operations,Closed,40,United Arab Emirates
CASE-105497,KYC Review,Low,2026-02-25,2026-02-25 08:51:03,2026-02-25 16:52:26,AGT0069,Olga Brooks,KYC Operations,Closed,32,United States
CASE-105498,Fraud Alert,Medium,2025-11-01,2025-11-01 22:25:52,2025-11-03 11:14:27,AGT0020,Donna Williams,Fraud Operations,Closed,40,Ireland
CASE-105499,AML Review,Medium,2025-08-27,2025-08-27 03:55:48,,AGT0028,Anthony Gray,AML Operations,Pending,60,France
CASE-105500,KYC Review,Medium,2025-10-23,2025-10-24 00:06:12,2025-10-24 13:58:16,AGT0036,Brian Gonzalez,KYC Operations,Closed,50,South Africa
CASE-105501,KYC Review,Medium,2026-03-17,2026-03-17 20:16:08,2026-03-18 11:02:43,AGT0075,Rebecca Sanders,KYC Operations,Closed,50,Australia
CASE-105502,KYC Review,Medium,2025-10-23,2025-10-23 07:54:06,,AGT0033,Cynthia Rivera,KYC Operations,Pending,50,United States
CASE-105503,AML Review,Medium,2025-10-27,2025-10-27 11:09:37,2025-10-28 17:46:48,AGT0055,Thomas Wright,AML Operations,Closed,60,Singapore
CASE-105504,AML Review,Medium,2026-01-06,2026-01-06 07:43:48,,AGT0085,Omar Morgan,AML Operations,Open,60,United States
CASE-105505,Fraud Alert,Medium,2026-04-12,2026-04-12 04:34:18,2026-04-13 13:39:25,AGT0098,Patricia Alvarez,Fraud Operations,Closed,40,France
CASE-105506,AML Review,Medium,2025-08-22,2025-08-22 14:21:40,2025-08-22 21:13:36,AGT0001,Kevin Edwards,AML Operations,Closed,60,Japan
CASE-105507,KYC Review,Medium,2025-08-17,2025-08-17 21:41:27,2025-08-18 19:39:36,AGT0099,Joseph Reed,KYC Operations,Closed,50,Mexico
CASE-105508,Fraud Alert,Medium,2025-09-29,2025-09-29 09:56:14,,AGT0017,Edward Cooper,Fraud Operations,Open,40,United States
CASE-105509,Fraud Alert,Low,2026-01-28,2026-01-28 21:48:01,2026-01-30 05:27:15,AGT0059,Daniel Baker,Fraud Operations,Closed,30,United States
CASE-105510,Fraud Alert,High,2026-03-17,2026-03-17 13:48:37,2026-03-18 20:22:09,AGT0047,Kathleen Myers,Fraud Operations,Closed,48,India
CASE-105511,AML Review,Low,2026-07-22,2026-07-22 04:49:47,,AGT0013,Sharon Richardson,AML Operations,Open,40,Australia
CASE-105512,Fraud Alert,Low,2025-10-14,2025-10-15 01:26:39,2025-10-15 08:34:24,AGT0095,Ashley Wood,Fraud Operations,Closed,30,Singapore
CASE-105513,AML Review,Low,2025-08-14,2025-08-14 12:49:07,2025-08-15 02:46:08,AGT0100,Samantha Ramirez,AML Operations,Closed,40,United Kingdom
CASE-105514,Fraud Alert,Medium,2025-10-01,2025-10-01 03:20:58,2025-10-01 15:56:04,AGT0092,Susan Chavez,Fraud Operations,Closed,40,United States
CASE-105515,Fraud Alert,High,2026-04-20,2026-04-20 18:00:10,2026-04-24 19:04:00,AGT0005,Shirley Morris,Fraud Operations,Closed,48,United States
CASE-105516,AML Review,Low,2026-02-11,2026-02-12 01:35:18,2026-02-12 04:19:34,AGT0058,Jonathan Ward,AML Operations,Closed,40,United Arab Emirates
CASE-105517,KYC Review,Medium,2026-02-15,2026-02-15 20:23:17,,AGT0015,Larry Nelson,KYC Operations,Pending,50,United Kingdom
CASE-105518,AML Review,Medium,2026-06-20,2026-06-20 23:03:25,2026-06-21 14:41:38,AGT0043,Michelle Taylor,AML Operations,Closed,60,United States
CASE-105519,Fraud Alert,Low,2026-05-30,2026-05-31 02:06:33,2026-05-31 12:43:23,AGT0029,Mei Thomas,Fraud Operations,Closed,30,Singapore
CASE-105520,KYC Review,Medium,2026-02-16,2026-02-16 14:24:26,,AGT0042,Lisa Watson,KYC Operations,Open,50,United States
CASE-105521,KYC Review,Low,2026-02-17,2026-02-17 14:23:35,2026-02-17 21:38:21,AGT0039,Priya Foster,KYC Operations,Closed,32,United States
CASE-105522,Fraud Alert,Low,2026-04-05,2026-04-05 04:49:56,2026-04-05 14:06:52,AGT0050,Paul Perez,Fraud Operations,Closed,30,Brazil
CASE-105523,Fraud Alert,High,2025-11-06,2025-11-06 04:00:48,,AGT0089,Barbara King,Fraud Operations,Open,48,United States
CASE-105524,KYC Review,Medium,2026-01-28,2026-01-28 12:03:48,2026-01-29 08:44:21,AGT0045,Charles Robinson,KYC Operations,Closed,50,Canada
CASE-105525,KYC Review,Low,2026-02-20,2026-02-20 14:06:04,2026-02-20 21:42:32,AGT0021,Donald Mitchell,KYC Operations,Closed,32,India
CASE-105526,KYC Review,Low,2026-01-31,2026-01-31 08:08:38,2026-01-31 15:54:03,AGT0060,Gary Smith,KYC Operations,Closed,32,India
CASE-105527,Fraud Alert,Medium,2025-11-02,2025-11-02 07:13:43,,AGT0089,Barbara King,Fraud Operations,Pending,40,Singapore
CASE-105528,AML Review,Low,2026-06-15,2026-06-15 10:01:28,2026-06-16 03:23:28,AGT0049,Linda Cruz,AML Operations,Closed,40,United Kingdom
CASE-105529,KYC Review,Low,2026-05-22,2026-05-22 07:37:40,2026-05-22 14:03:28,AGT0042,Lisa Watson,KYC Operations,Closed,32,Australia
CASE-105530,KYC Review,Medium,2025-12-25,2025-12-25 17:20:23,2025-12-26 05:29:48,AGT0024,Aisha Turner,KYC Operations,Closed,50,Singapore
CASE-105531,KYC Review,Low,2025-08-01,2025-08-01 10:44:02,2025-08-02 11:40:50,AGT0027,Katherine Brown,KYC Operations,Closed,32,United Kingdom
CASE-105532,AML Review,Medium,2025-11-30,2025-11-30 19:08:05,2025-12-01 21:16:34,AGT0085,Omar Morgan,AML Operations,Closed,60,United States
CASE-105533,KYC Review,High,2026-07-23,2026-07-23 18:23:55,2026-07-24 18:06:33,AGT0030,Kimberly Torres,KYC Operations,Closed,75,United States
CASE-105534,AML Review,Low,2025-11-05,2025-11-05 20:14:31,2025-11-06 05:09:04,AGT0091,Wei Collins,AML Operations,Closed,40,France
CASE-105535,AML Review,High,2025-08-19,2025-08-19 12:00:40,,AGT0001,Kevin Edwards,AML Operations,Pending,90,Canada
CASE-105536,AML Review,Medium,2026-06-16,2026-06-16 03:59:51,2026-06-17 04:05:23,AGT0048,Jacob Hughes,AML Operations,Closed,60,United Kingdom
CASE-105537,AML Review,Medium,2025-08-20,2025-08-20 12:55:04,2025-08-21 23:14:10,AGT0055,Thomas Wright,AML Operations,Closed,60,Australia
CASE-105538,Fraud Alert,Low,2026-02-06,2026-02-07 00:03:11,2026-02-07 13:02:24,AGT0053,John Kim,Fraud Operations,Closed,30,Australia
CASE-105539,KYC Review,Medium,2025-09-01,2025-09-01 22:53:33,2025-09-02 06:01:28,AGT0042,Lisa Watson,KYC Operations,Closed,50,Australia
CASE-105540,Fraud Alert,Medium,2026-04-12,2026-04-12 21:11:32,2026-04-13 10:39:08,AGT0014,Jeffrey Hall,Fraud Operations,Closed,40,India
CASE-105541,AML Review,High,2026-03-26,2026-03-26 04:47:57,2026-03-28 06:36:53,AGT0064,Angela Allen,AML Operations,Closed,90,India
CASE-105542,KYC Review,Medium,2025-10-31,2025-10-31 17:48:22,2025-11-01 22:47:42,AGT0057,Ryan Davis,KYC Operations,Closed,50,United States
CASE-105543,AML Review,Low,2025-10-16,2025-10-16 01:40:45,2025-10-16 09:01:45,AGT0023,Steven Johnson,AML Operations,Closed,40,United Kingdom
CASE-105544,AML Review,Medium,2025-10-06,2025-10-07 04:26:58,2025-10-07 14:23:30,AGT0057,Ryan Davis,AML Operations,Closed,60,India
CASE-105545,Fraud Alert,Medium,2025-08-05,2025-08-05 19:48:07,2025-08-06 16:46:08,AGT0005,Shirley Morris,Fraud Operations,Closed,40,South Africa
CASE-105546,KYC Review,Low,2026-04-16,2026-04-16 16:54:47,2026-04-17 10:11:11,AGT0015,Larry Nelson,KYC Operations,Closed,32,India
CASE-105547,AML Review,High,2026-02-15,2026-02-15 12:38:21,2026-02-16 19:41:59,AGT0064,Angela Allen,AML Operations,Closed,90,Mexico
CASE-105548,KYC Review,Low,2026-03-16,2026-03-16 19:06:49,2026-03-17 01:26:09,AGT0036,Brian Gonzalez,KYC Operations,Closed,32,Mexico
CASE-105549,KYC Review,Medium,2025-12-16,2025-12-16 16:11:49,2025-12-21 01:53:39,AGT0090,Helen Jackson,KYC Operations,Closed,50,India
CASE-105550,KYC Review,Medium,2026-04-14,2026-04-14 22:01:47,2026-04-15 11:14:55,AGT0057,Ryan Davis,KYC Operations,Closed,50,United States
CASE-105551,AML Review,High,2026-03-05,2026-03-06 00:21:46,2026-03-10 02:31:27,AGT0019,Scott Walker,AML Operations,Closed,90,United States
CASE-105552,Fraud Alert,Low,2026-04-13,2026-04-13 02:03:06,2026-04-13 13:02:29,AGT0020,Donna Williams,Fraud Operations,Closed,30,United States
CASE-105553,AML Review,High,2026-04-30,2026-04-30 23:04:06,2026-05-03 11:15:13,AGT0082,Sandra Diaz,AML Operations,Closed,90,Singapore
CASE-105554,Fraud Alert,Medium,2025-10-10,2025-10-10 18:23:18,2025-10-11 09:16:00,AGT0044,Kenneth Cook,Fraud Operations,Closed,40,Singapore
CASE-105555,AML Review,Low,2026-03-06,2026-03-07 03:54:45,2026-03-07 08:46:53,AGT0031,William Nguyen,AML Operations,Closed,40,United Arab Emirates
CASE-105556,Fraud Alert,Low,2025-10-04,2025-10-04 07:13:06,,AGT0068,Carol Rodriguez,Fraud Operations,Pending,30,India
CASE-105557,Fraud Alert,Medium,2026-02-05,2026-02-05 11:29:18,2026-02-06 08:23:17,AGT0047,Kathleen Myers,Fraud Operations,Closed,40,United Kingdom
CASE-105558,AML Review,Medium,2025-08-14,2025-08-14 02:38:41,2025-08-14 13:59:25,AGT0064,Angela Allen,AML Operations,Closed,60,India
CASE-105559,Fraud Alert,High,2025-09-30,2025-09-30 07:51:31,2025-10-01 03:27:25,AGT0062,Jennifer Scott,Fraud Operations,Closed,48,United States
CASE-105560,Fraud Alert,Medium,2025-10-31,2025-10-31 15:50:50,2025-11-01 03:21:23,AGT0056,Joshua Price,Fraud Operations,Closed,40,United States
CASE-105561,Fraud Alert,High,2025-10-09,2025-10-09 15:56:28,2025-10-10 14:42:48,AGT0002,Dorothy Clark,Fraud Operations,Closed,48,United States
CASE-105562,AML Review,Medium,2025-12-01,2025-12-01 09:23:15,,AGT0043,Michelle Taylor,AML Operations,Pending,60,United States
CASE-105563,KYC Review,Medium,2025-08-26,2025-08-26 10:18:43,,AGT0048,Jacob Hughes,KYC Operations,Pending,50,India
CASE-105564,Fraud Alert,Low,2025-12-06,2025-12-06 18:05:11,2025-12-07 04:51:26,AGT0071,James Martin,Fraud Operations,Closed,30,Ireland
CASE-105565,AML Review,Medium,2025-11-13,2025-11-13 20:06:49,2025-11-14 18:21:35,AGT0016,Amanda Jones,AML Operations,Closed,60,India
CASE-105566,AML Review,Low,2025-10-16,2025-10-16 19:06:53,2025-10-16 22:56:40,AGT0094,Mark Murphy,AML Operations,Closed,40,United States
CASE-105567,KYC Review,Medium,2026-07-01,2026-07-01 20:04:28,2026-07-02 02:27:12,AGT0096,Emily Jimenez,KYC Operations,Closed,50,United Arab Emirates
CASE-105568,AML Review,Medium,2026-01-15,2026-01-16 01:50:43,2026-01-18 06:36:08,AGT0046,Eric Hernandez,AML Operations,Closed,60,United Arab Emirates
CASE-105569,KYC Review,Medium,2026-01-30,2026-01-30 18:22:21,2026-02-01 03:30:08,AGT0003,Ivan Garcia,KYC Operations,Closed,50,United States
CASE-105570,Fraud Alert,Medium,2025-12-03,2025-12-04 00:37:10,,AGT0062,Jennifer Scott,Fraud Operations,Pending,40,Australia
CASE-105571,AML Review,Medium,2026-01-09,2026-01-10 04:32:13,2026-01-11 07:18:15,AGT0094,Mark Murphy,AML Operations,Closed,60,Mexico
CASE-105572,Fraud Alert,High,2026-04-19,2026-04-19 06:18:33,2026-04-20 15:56:23,AGT0023,Steven Johnson,Fraud Operations,Closed,48,United States
CASE-105573,KYC Review,Medium,2026-05-21,2026-05-21 19:34:15,2026-05-22 03:14:13,AGT0066,Karen Carter,KYC Operations,Closed,50,Canada
CASE-105574,Fraud Alert,High,2026-05-24,2026-05-24 12:34:06,,AGT0026,Deborah Long,Fraud Operations,Pending,48,India
CASE-105575,Fraud Alert,High,2025-08-04,2025-08-04 19:36:26,2025-08-08 11:29:50,AGT0089,Barbara King,Fraud Operations,Closed,48,Germany
CASE-105576,KYC Review,Low,2026-01-08,2026-01-08 22:43:28,2026-01-09 03:10:23,AGT0072,Diego Anderson,KYC Operations,Closed,32,Japan
CASE-105577,Fraud Alert,Medium,2026-02-16,2026-02-16 07:43:32,,AGT0017,Edward Cooper,Fraud Operations,Pending,40,Singapore
CASE-105578,Fraud Alert,Medium,2025-12-24,2025-12-24 09:31:37,2025-12-25 02:38:23,AGT0095,Ashley Wood,Fraud Operations,Closed,40,Japan
CASE-105579,Fraud Alert,High,2025-10-07,2025-10-08 05:18:53,2025-10-09 03:35:37,AGT0083,Margaret Howard,Fraud Operations,Closed,48,India
CASE-105580,KYC Review,Low,2025-11-13,2025-11-13 14:34:32,2025-11-14 04:48:26,AGT0042,Lisa Watson,KYC Operations,Closed,32,United States
CASE-105581,AML Review,High,2025-10-10,2025-10-10 09:04:24,2025-10-11 10:57:54,AGT0076,Ahmed Rogers,AML Operations,Closed,90,United States
CASE-105582,Fraud Alert,Medium,2026-04-08,2026-04-08 22:19:20,2026-04-10 11:20:22,AGT0062,Jennifer Scott,Fraud Operations,Closed,40,Canada
CASE-105583,KYC Review,Medium,2026-02-13,2026-02-13 17:04:38,2026-02-14 10:45:03,AGT0012,David Ortiz,KYC Operations,Closed,50,United Kingdom
CASE-105584,AML Review,Low,2025-12-24,2025-12-24 05:21:19,2025-12-24 22:19:00,AGT0025,Benjamin James,AML Operations,Closed,40,United States
CASE-105585,Fraud Alert,Low,2026-06-08,2026-06-08 19:23:53,2026-06-09 03:42:06,AGT0020,Donna Williams,Fraud Operations,Closed,30,United States
CASE-105586,AML Review,Low,2026-06-28,2026-06-28 04:05:26,2026-06-28 13:56:57,AGT0081,Nicholas Ross,AML Operations,Closed,40,Mexico
CASE-105587,Fraud Alert,Medium,2025-08-22,2025-08-22 19:29:38,2025-08-23 11:43:47,AGT0065,Samuel Reyes,Fraud Operations,Closed,40,India
CASE-105588,AML Review,Low,2026-03-02,2026-03-02 09:22:14,,AGT0076,Ahmed Rogers,AML Operations,Open,40,India
CASE-105589,Fraud Alert,Low,2025-08-08,2025-08-08 13:09:28,2025-08-09 03:38:19,AGT0056,Joshua Price,Fraud Operations,Closed,30,United Arab Emirates
CASE-105590,AML Review,Medium,2025-09-22,2025-09-22 20:33:09,2025-09-23 05:11:56,AGT0052,George Gutierrez,AML Operations,Closed,60,Germany
CASE-105591,KYC Review,Medium,2026-04-01,2026-04-01 16:09:55,2026-04-03 07:08:37,AGT0051,Chloe Adams,KYC Operations,Closed,50,United States
CASE-105592,Fraud Alert,Medium,2026-02-16,2026-02-16 15:45:56,,AGT0035,Justin Martinez,Fraud Operations,Open,40,United States
CASE-105593,Fraud Alert,Medium,2025-12-17,2025-12-17 12:00:21,2025-12-18 16:39:14,AGT0008,Stephen Hill,Fraud Operations,Closed,40,Canada
CASE-105594,AML Review,Medium,2025-10-16,2025-10-17 03:54:30,2025-10-19 20:14:17,AGT0085,Omar Morgan,AML Operations,Closed,60,United States
CASE-105595,KYC Review,Medium,2026-01-07,2026-01-07 22:55:47,2026-01-08 23:51:34,AGT0030,Kimberly Torres,KYC Operations,Closed,50,Germany
CASE-105596,Fraud Alert,High,2025-09-04,2025-09-04 05:52:46,2025-09-12 00:48:13,AGT0041,Andrew Kelly,Fraud Operations,Closed,48,Canada
CASE-105597,KYC Review,Medium,2025-07-28,2025-07-28 05:31:43,2025-07-28 22:09:02,AGT0051,Chloe Adams,KYC Operations,Closed,50,Canada
CASE-105598,AML Review,Low,2026-04-02,2026-04-02 04:29:55,,AGT0064,Angela Allen,AML Operations,Pending,40,Australia
CASE-105599,Fraud Alert,Medium,2026-07-16,2026-07-17 00:35:50,2026-07-18 07:33:31,AGT0084,Fatima Ruiz,Fraud Operations,Closed,40,United States
CASE-105600,KYC Review,High,2025-08-19,2025-08-19 01:10:40,,AGT0051,Chloe Adams,KYC Operations,Open,75,United States
CASE-105601,KYC Review,High,2025-08-09,2025-08-09 06:44:30,2025-08-11 16:54:34,AGT0090,Helen Jackson,KYC Operations,Closed,75,Australia
CASE-105602,Fraud Alert,Low,2026-01-27,2026-01-27 19:43:29,,AGT0047,Kathleen Myers,Fraud Operations,Open,30,United States
CASE-105603,AML Review,Medium,2025-09-06,2025-09-06 08:56:13,2025-09-07 02:20:26,AGT0034,Amy White,AML Operations,Closed,60,United Kingdom
CASE-105604,Fraud Alert,Medium,2025-12-29,2025-12-29 20:47:58,2025-12-30 19:48:11,AGT0092,Susan Chavez,Fraud Operations,Closed,40,Australia
CASE-105605,KYC Review,High,2026-05-18,2026-05-18 04:29:07,,AGT0081,Nicholas Ross,KYC Operations,Open,75,Germany
CASE-105606,KYC Review,Medium,2026-06-03,2026-06-03 04:08:03,2026-06-03 23:13:13,AGT0092,Susan Chavez,KYC Operations,Closed,50,United States
CASE-105607,Fraud Alert,Medium,2025-10-30,2025-10-30 09:01:00,2025-10-30 19:59:26,AGT0053,John Kim,Fraud Operations,Closed,40,Mexico
CASE-105608,Fraud Alert,Medium,2026-04-01,2026-04-01 17:45:34,2026-04-03 17:20:53,AGT0050,Paul Perez,Fraud Operations,Closed,40,United States
CASE-105609,AML Review,Low,2025-12-20,2025-12-20 23:27:04,,AGT0028,Anthony Gray,AML Operations,Pending,40,United States
CASE-105610,Fraud Alert,Medium,2025-08-29,2025-08-29 22:45:25,2025-08-31 23:38:18,AGT0089,Barbara King,Fraud Operations,Closed,40,United Arab Emirates
CASE-105611,KYC Review,High,2025-08-26,2025-08-26 17:02:39,2025-08-27 12:02:25,AGT0087,Jason Young,KYC Operations,Closed,75,United States
CASE-105612,KYC Review,Medium,2025-12-04,2025-12-04 05:59:17,,AGT0039,Priya Foster,KYC Operations,Open,50,Mexico
CASE-105613,KYC Review,Low,2026-07-17,2026-07-18 08:44:17,2026-07-18 18:16:47,AGT0084,Fatima Ruiz,KYC Operations,Closed,32,United States
CASE-105614,KYC Review,Medium,2026-05-30,2026-05-30 10:09:51,2026-06-01 00:55:55,AGT0057,Ryan Davis,KYC Operations,Closed,50,India
CASE-105615,AML Review,Low,2025-08-09,2025-08-09 15:58:48,2025-08-09 23:55:11,AGT0037,Noah Flores,AML Operations,Closed,40,India
CASE-105616,KYC Review,Medium,2026-06-29,2026-06-29 06:53:57,2026-06-29 14:52:23,AGT0069,Olga Brooks,KYC Operations,Closed,50,India
CASE-105617,KYC Review,Medium,2026-03-12,2026-03-12 15:07:34,2026-03-13 11:52:29,AGT0057,Ryan Davis,KYC Operations,Closed,50,United Kingdom
CASE-105618,Fraud Alert,High,2025-12-27,2025-12-27 11:32:07,2025-12-30 01:02:31,AGT0075,Rebecca Sanders,Fraud Operations,Closed,48,United States
CASE-105619,KYC Review,Medium,2026-02-14,2026-02-14 15:53:16,2026-02-15 08:44:01,AGT0003,Ivan Garcia,KYC Operations,Closed,50,United Kingdom
CASE-105620,KYC Review,High,2025-11-21,2025-11-21 12:58:46,,AGT0075,Rebecca Sanders,KYC Operations,Pending,75,India
CASE-105621,Fraud Alert,High,2025-11-08,2025-11-08 17:54:22,2025-11-10 23:41:35,AGT0011,Brenda Bennett,Fraud Operations,Closed,48,United States
CASE-105622,Fraud Alert,High,2026-07-19,2026-07-19 07:28:31,2026-07-20 09:59:34,AGT0077,Betty Mendoza,Fraud Operations,Closed,48,United Arab Emirates
CASE-105623,Fraud Alert,High,2025-08-23,2025-08-23 22:03:35,,AGT0026,Deborah Long,Fraud Operations,Open,48,Brazil
CASE-105624,AML Review,Medium,2025-10-07,2025-10-07 07:32:41,2025-10-08 00:43:44,AGT0064,Angela Allen,AML Operations,Closed,60,United Kingdom
CASE-105625,AML Review,Low,2025-09-26,2025-09-26 07:12:36,2025-09-26 18:58:20,AGT0071,James Martin,AML Operations,Closed,40,Germany
CASE-105626,Fraud Alert,Medium,2025-12-15,2025-12-15 13:35:16,2025-12-16 06:07:46,AGT0074,Carlos Lopez,Fraud Operations,Closed,40,United States
CASE-105627,AML Review,Low,2026-05-16,2026-05-16 12:04:17,,AGT0061,Matthew Parker,AML Operations,Open,40,United States
CASE-105628,Fraud Alert,Medium,2026-03-03,2026-03-03 16:13:08,2026-03-04 01:22:47,AGT0071,James Martin,Fraud Operations,Closed,40,Singapore
CASE-105629,AML Review,Medium,2026-06-18,2026-06-18 20:28:52,,AGT0061,Matthew Parker,AML Operations,Pending,60,United Kingdom
CASE-105630,AML Review,High,2025-12-25,2025-12-25 09:25:15,2025-12-27 14:42:57,AGT0079,Raj Campbell,AML Operations,Closed,90,Singapore
CASE-105631,KYC Review,Medium,2026-06-24,2026-06-24 03:05:33,,AGT0036,Brian Gonzalez,KYC Operations,Open,50,Australia
CASE-105632,AML Review,High,2026-02-09,2026-02-09 13:40:33,2026-02-12 16:45:36,AGT0076,Ahmed Rogers,AML Operations,Closed,90,United Kingdom
CASE-105633,AML Review,Medium,2025-08-18,2025-08-18 08:54:14,2025-08-18 21:13:43,AGT0097,Maria Green,AML Operations,Closed,60,Japan
CASE-105634,KYC Review,Medium,2025-11-30,2025-11-30 16:00:59,2025-12-01 14:42:55,AGT0057,Ryan Davis,KYC Operations,Closed,50,Canada
CASE-105635,KYC Review,Medium,2026-04-04,2026-04-04 16:58:25,2026-04-05 08:40:18,AGT0099,Joseph Reed,KYC Operations,Closed,50,Japan
CASE-105636,AML Review,High,2026-02-12,2026-02-12 16:41:45,2026-02-15 15:43:24,AGT0037,Noah Flores,AML Operations,Closed,90,Singapore
CASE-105637,KYC Review,Low,2026-01-07,2026-01-07 15:51:02,2026-01-07 19:50:58,AGT0093,Sarah Gomez,KYC Operations,Closed,32,Germany
CASE-105638,AML Review,Medium,2026-05-10,2026-05-10 08:59:47,,AGT0046,Eric Hernandez,AML Operations,Pending,60,India
CASE-105639,AML Review,Medium,2025-10-16,2025-10-16 09:25:28,,AGT0055,Thomas Wright,AML Operations,Pending,60,Mexico
CASE-105640,AML Review,Low,2026-03-30,2026-03-30 16:42:25,,AGT0004,Elizabeth Wilson,AML Operations,Open,40,India
CASE-105641,Fraud Alert,Medium,2025-10-03,2025-10-03 08:50:32,2025-10-03 21:37:54,AGT0002,Dorothy Clark,Fraud Operations,Closed,40,Brazil
CASE-105642,AML Review,Medium,2026-04-03,2026-04-03 10:11:28,2026-04-03 19:52:21,AGT0100,Samantha Ramirez,AML Operations,Closed,60,United Kingdom
CASE-105643,Fraud Alert,Medium,2025-10-24,2025-10-24 15:16:43,,AGT0041,Andrew Kelly,Fraud Operations,Pending,40,Mexico
CASE-105644,AML Review,Low,2025-07-28,2025-07-29 02:08:21,2025-07-29 09:20:29,AGT0088,Pamela Moore,AML Operations,Closed,40,India
CASE-105645,KYC Review,High,2026-01-15,2026-01-15 22:55:18,2026-01-17 15:08:44,AGT0090,Helen Jackson,KYC Operations,Closed,75,United Kingdom
CASE-105646,AML Review,High,2025-07-25,2025-07-25 06:38:16,2025-07-26 10:39:44,AGT0070,Christopher Lee,AML Operations,Closed,90,Canada
CASE-105647,AML Review,High,2026-04-06,2026-04-06 08:35:32,2026-04-09 18:30:51,AGT0070,Christopher Lee,AML Operations,Closed,90,Mexico
CASE-105648,KYC Review,Medium,2026-01-10,2026-01-11 01:23:48,2026-01-14 00:33:15,AGT0093,Sarah Gomez,KYC Operations,Closed,50,United States
CASE-105649,KYC Review,High,2026-04-08,2026-04-08 13:46:18,2026-04-10 03:43:41,AGT0051,Chloe Adams,KYC Operations,Closed,75,United Arab Emirates
CASE-105650,Fraud Alert,Medium,2026-04-20,2026-04-21 00:02:41,2026-04-21 08:42:28,AGT0074,Carlos Lopez,Fraud Operations,Closed,40,Mexico
CASE-105651,Fraud Alert,Low,2026-06-02,2026-06-02 09:11:55,2026-06-02 14:55:24,AGT0026,Deborah Long,Fraud Operations,Closed,30,Germany
CASE-105652,Fraud Alert,Low,2025-08-13,2025-08-13 16:49:32,2025-08-14 09:16:27,AGT0056,Joshua Price,Fraud Operations,Closed,30,United States
CASE-105653,KYC Review,Medium,2026-05-22,2026-05-22 21:42:00,2026-05-23 15:34:58,AGT0031,William Nguyen,KYC Operations,Closed,50,Australia
CASE-105654,AML Review,Medium,2026-03-14,2026-03-14 02:52:48,2026-03-15 08:01:35,AGT0091,Wei Collins,AML Operations,Closed,60,United States
CASE-105655,KYC Review,Medium,2025-08-02,2025-08-02 15:22:21,,AGT0030,Kimberly Torres,KYC Operations,Pending,50,United States
CASE-105656,AML Review,High,2025-08-25,2025-08-25 18:27:20,,AGT0022,Nancy Patel,AML Operations,Pending,90,United States
CASE-105657,KYC Review,High,2026-02-22,2026-02-22 20:11:51,2026-02-24 02:59:24,AGT0063,Michael Morales,KYC Operations,Closed,75,Germany
CASE-105658,KYC Review,Medium,2026-05-31,2026-05-31 21:19:16,2026-06-02 10:06:05,AGT0084,Fatima Ruiz,KYC Operations,Closed,50,Philippines
CASE-105659,KYC Review,Medium,2026-01-01,2026-01-01 23:38:45,,AGT0090,Helen Jackson,KYC Operations,Pending,50,United States
CASE-105660,KYC Review,Low,2025-12-06,2025-12-06 13:00:38,2025-12-07 04:15:40,AGT0006,Ronald Harris,KYC Operations,Closed,32,United States
CASE-105661,Fraud Alert,Medium,2025-08-12,2025-08-12 09:36:16,,AGT0041,Andrew Kelly,Fraud Operations,Pending,40,India
CASE-105662,AML Review,Medium,2026-05-16,2026-05-16 10:17:45,,AGT0043,Michelle Taylor,AML Operations,Open,60,France
CASE-105663,AML Review,High,2025-07-26,2025-07-26 20:36:01,2025-07-28 15:59:51,AGT0085,Omar Morgan,AML Operations,Closed,90,United Kingdom
CASE-105664,AML Review,Medium,2025-11-14,2025-11-14 21:01:56,2025-11-16 02:55:10,AGT0073,Laura Miller,AML Operations,Closed,60,United States
CASE-105665,Fraud Alert,Low,2025-07-25,2025-07-25 16:19:45,2025-07-25 22:23:34,AGT0029,Mei Thomas,Fraud Operations,Closed,30,Mexico
CASE-105666,KYC Review,Medium,2025-08-31,2025-08-31 10:13:39,,AGT0054,Stephanie Ramos,KYC Operations,Open,50,United States
CASE-105667,AML Review,Medium,2026-04-29,2026-04-29 16:36:15,2026-04-30 08:36:32,AGT0073,Laura Miller,AML Operations,Closed,60,United States
CASE-105668,KYC Review,High,2026-06-16,2026-06-16 11:45:55,2026-06-18 12:22:31,AGT0012,David Ortiz,KYC Operations,Closed,75,Mexico
CASE-105669,Fraud Alert,Low,2026-06-28,2026-06-28 07:43:31,2026-06-29 00:18:05,AGT0095,Ashley Wood,Fraud Operations,Closed,30,United Kingdom
CASE-105670,KYC Review,High,2026-05-17,2026-05-17 17:45:17,2026-05-19 01:50:09,AGT0087,Jason Young,KYC Operations,Closed,75,Japan
CASE-105671,Fraud Alert,Low,2026-05-02,2026-05-03 01:21:21,2026-05-03 13:20:24,AGT0080,Nicole Phillips,Fraud Operations,Closed,30,United States
CASE-105672,AML Review,High,2025-11-21,2025-11-21 16:31:04,2025-11-23 07:36:36,AGT0064,Angela Allen,AML Operations,Closed,90,Brazil
CASE-105673,AML Review,Low,2026-01-08,2026-01-08 06:52:54,2026-01-08 17:30:32,AGT0040,Richard Castillo,AML Operations,Closed,40,Australia
